init_node,term_node
957000955,955
957,957000956
957000956,956
957,95700072
95700072,72
958,958000952
958000952,952
958,958000960
958000960,960
958,95800071
95800071,71
959,959000906
959000906,906
959,959000949
959000949,949
959,959000960
959000960,960
959,95900070
95900070,70
960,960000910
960000910,910
960,960000958
960000958,958
960,96000070
96000070,70
961,961000858
961000858,858
961,961000963
961000963,963
961,961000964
961000964,964
961,96100033
96100033,33
962,962000786
962000786,786
962,962000856
962000856,856
962,962000974
962000974,974
962,96200034
96200034,34
963,963000860
963000860,860
963,963000961
963000961,961
963,963000965
963000965,965
963,96300033
96300033,33
964,964000859
964000859,859
964,964000961
964000961,961
964,964000965
964000965,965
964,964000969
964000969,969
964,96400034
96400034,34
965,965000867
965000867,867
965,965000963
965000963,963
965,965000964
965000964,964
965,965000970
965000970,970
966,966000971
966000971,971
966,966000973
966000973,973
966,966000974
966000974,974
966,96600035
96600035,35
967,967000970
967000970,970
967,967000971
967000971,971
967,967000978
967000978,978
967,96700034
96700034,34
968,968000859
968000859,859
968,968000969
968000969,969
969,969000964
969000964,964
969,969000966
969000966,966
970,970000867
970000867,867
970,970000965
970000965,965
970,970000967
970000967,967
971,971000966
971000966,966
971,971000967
971000967,967
972,972000759
972000759,759
973,973000972
973000972,972
973,973000976
973000976,976
974,974000962
974000962,962
974,974000966
974000966,966
974,974000968
974000968,968
975,975000972
975000972,972
975,975000976
975000976,976
976,976000971
976000971,971
976,976000978
976000978,978
977,977000760
977000760,760
977,977000975
977000975,975
978,978000864
978000864,864
978,978000977
978000977,977
979,979000257
979000257,257
979,979000263
979000263,263
979,979000987
979000987,987
979,979000992
979000992,992
979,97900054
97900054,54
979,97900055
97900055,55
980,980000889
980000889,889
980,980000986
980000986,986
980,980000992
980000992,992
980,9800001002
9800001002,1002
980,9800001003
9800001003,1003
981,981000991
981000991,991
981,981000995
981000995,995
981,9810001004
9810001004,1004
982,982000984
982000984,984
982,982000985
982000985,985
982,982000991
982000991,991
982,98200069
98200069,69
983,983000950
983000950,950
983,983000986
983000986,986
983,9830001004
9830001004,1004
983,98300070
98300070,70
984,984000982
984000982,982
984,984000988
984000988,988
985,985000950
985000950,950
985,985000952
985000952,952
985,98500069
98500069,69
985,98500071
98500071,71
986,986000980
986000980,980
986,986000983
986000983,983
986,9860001004
9860001004,1004
986,98600059
98600059,59
986,98600068
98600068,68
987,987000979
987000979,979
987,987000992
987000992,992
987,987000993
987000993,993
987,9870001003
9870001003,1003
988,988000989
988000989,989
988,988000996
988000996,996
988,988000997
988000997,997
989,989000988
989000988,988
990,990000950
990000950,950
990,990000984
990000984,984
991,991000981
991000981,981
991,991000982
991000982,982
991,991000996
991000996,996
992,992000979
992000979,979
992,992000980
992000980,980
992,992000987
992000987,987
992,99200057
99200057,57
993,993000987
993000987,987
993,993000994
993000994,994
993,9930001000
9930001000,1000
993,9930001003
9930001003,1003
994,994000993
994000993,993
994,99400067
99400067,67
995,995000981
995000981,981
995,99500067
99500067,67
995,9950001000
9950001000,1000
995,9950001001
9950001001,1001
996,996000907
996000907,907
996,996000991
996000991,991
996,99600067
99600067,67
997,997000999
997000999,999
998,998000989
998000989,989
998,99800066
99800066,66
999,99900094
99900094,94
999,99900095
99900095,95
999,99900097
99900097,97
999,999000110
999000110,110
999,999000998
999000998,998
1000,1000000993
1000000993,993
1000,1000000995
1000000995,995
1000,10000001002
10000001002,1002
1001,1001000995
1001000995,995
1001,10010001002
10010001002,1002
1001,10010001004
10010001004,1004
1002,1002000980
1002000980,980
1002,100200068
100200068,68
1002,10020001000
10020001000,1000
1002,10020001001
10020001001,1001
1003,1003000980
1003000980,980
1003,1003000987
1003000987,987
1003,1003000993
1003000993,993
1003,100300057
100300057,57
1003,100300068
100300068,68
1004,1004000981
1004000981,981
1004,1004000983
1004000983,983
1004,1004000986
1004000986,986
1004,10040001001
10040001001,1001
1005,100500091
100500091,91
1005,100500092
100500092,92
1005,100500093
100500093,93
1005,100500096
100500096,96
1005,100500099
100500099,99
1005,1005000928
1005000928,928
1005,1005000955
1005000955,955
1006,1006000941
1006000941,941
1007,100700092
100700092,92
1007,100700093
100700093,93
1007,100700096
100700096,96
1007,100700099
100700099,99
1007,1007000100
1007000100,100
1007,10070001006
10070001006,1006
1009,100900098
100900098,98
1009,1009000102
1009000102,102
1009,1009000248
1009000248,248
1009,1009000250
1009000250,250
1010,101000091
101000091,91
1010,1010000951
1010000951,951
1011,1011000959
1011000959,959
1011,10110001012
10110001012,1012
1012,1012000904
1012000904,904
1013,1013000630
1013000630,630
1013,1013000925
1013000925,925
1013,1013000926
1013000926,926
1013,1013000947
1013000947,947
1014,1014000448
1014000448,448
1014,10140001015
10140001015,1015
1015,1015000825
1015000825,825
1015,10150001016
10150001016,1016
1016,1016000336
1016000336,336
1016,1016000824
1016000824,824
1016,10160001017
10160001017,1017
1017,1017000836
1017000836,836
1018,1018000259
1018000259,259
1018,1018000645
1018000645,645
1018,10180001019
10180001019,1019
1019,1019000635
1019000635,635
1019,1019000740
1019000740,740
1019,1019000873
1019000873,873
1019,10190001018
10190001018,1018
1020,102000074
102000074,74
1020,1020000304
1020000304,304
1020,1020000306
1020000306,306
